SEC,TOWNSHIP,RNG,TWNRNG,TWNLAB,RNGLAB,MAP_LABEL,TWNRNGSEC,SqFt of UnincKC,Total SqFt Section
24,26,12,2612,T.26N,R.12E,T.26N R.12E,261224,"26,701,776","26,701,776"
25,26,12,2612,T.26N,R.12E,T.26N R.12E,261225,"27,556,401","27,556,401"
26,26,12,2612,T.26N,R.12E,T.26N R.12E,261226,"26,679,441","26,679,441"
27,26,12,2612,T.26N,R.12E,T.26N R.12E,261227,"28,066,755","28,066,755"
28,26,12,2612,T.26N,R.12E,T.26N R.12E,261228,"27,602,561","27,602,561"
29,26,12,2612,T.26N,R.12E,T.26N R.12E,261229,"27,548,281","27,548,281"
30,26,12,2612,T.26N,R.12E,T.26N R.12E,261230,"27,611,174","27,611,173"
31,26,12,2612,T.26N,R.12E,T.26N R.12E,261231,"27,119,904","27,119,903"
32,26,12,2612,T.26N,R.12E,T.26N R.12E,261232,"27,792,375","27,792,375"
33,26,12,2612,T.26N,R.12E,T.26N R.12E,261233,"27,969,734","27,969,734"
34,26,12,2612,T.26N,R.12E,T.26N R.12E,261234,"28,237,918","28,237,918"
35,26,12,2612,T.26N,R.12E,T.26N R.12E,261235,"26,816,039","26,816,039"
36,26,12,2612,T.26N,R.12E,T.26N R.12E,261236,"27,742,853","27,742,853"
02,26,13,2613,T.26N,R.13E,T.26N R.13E,261302,"137,186","28,104,036"
03,26,13,2613,T.26N,R.13E,T.26N R.13E,261303,"19,888,683","27,821,812"
04,26,13,2613,T.26N,R.13E,T.26N R.13E,261304,"27,707,440","27,707,553"
05,26,13,2613,T.26N,R.13E,T.26N R.13E,261305,"27,919,988","27,920,035"
06,26,13,2613,T.26N,R.13E,T.26N R.13E,261306,"28,653,873","28,654,750"
07,26,13,2613,T.26N,R.13E,T.26N R.13E,261307,"28,815,642","28,815,642"
08,26,13,2613,T.26N,R.13E,T.26N R.13E,261308,"28,218,195","28,218,195"
09,26,13,2613,T.26N,R.13E,T.26N R.13E,261309,"27,990,207","27,990,207"
10,26,13,2613,T.26N,R.13E,T.26N R.13E,261310,"26,968,456","27,307,263"
11,26,13,2613,T.26N,R.13E,T.26N R.13E,261311,"10,399,184","27,854,316"
13,26,13,2613,T.26N,R.13E,T.26N R.13E,261313,"4,720,232","27,618,274"
14,26,13,2613,T.26N,R.13E,T.26N R.13E,261314,"26,919,643","27,721,936"
15,26,13,2613,T.26N,R.13E,T.26N R.13E,261315,"27,736,514","27,736,514"
16,26,13,2613,T.26N,R.13E,T.26N R.13E,261316,"28,028,128","28,028,128"
17,26,13,2613,T.26N,R.13E,T.26N R.13E,261317,"27,957,701","27,957,701"
18,26,13,2613,T.26N,R.13E,T.26N R.13E,261318,"28,765,158","28,765,158"
19,26,13,2613,T.26N,R.13E,T.26N R.13E,261319,"28,738,469","28,738,469"
20,26,13,2613,T.26N,R.13E,T.26N R.13E,261320,"28,288,615","28,288,612"
21,26,13,2613,T.26N,R.13E,T.26N R.13E,261321,"27,928,812","27,928,812"
22,26,13,2613,T.26N,R.13E,T.26N R.13E,261322,"27,903,254","27,903,254"
23,26,13,2613,T.26N,R.13E,T.26N R.13E,261323,"27,888,965","27,888,965"
24,26,13,2613,T.26N,R.13E,T.26N R.13E,261324,"4,293,511","27,771,368"
25,26,13,2613,T.26N,R.13E,T.26N R.13E,261325,"23,317,549","27,850,046"
26,26,13,2613,T.26N,R.13E,T.26N R.13E,261326,"27,963,611","27,963,611"
27,26,13,2613,T.26N,R.13E,T.26N R.13E,261327,"27,632,684","27,632,684"
28,26,13,2613,T.26N,R.13E,T.26N R.13E,261328,"27,931,883","27,931,883"
29,26,13,2613,T.26N,R.13E,T.26N R.13E,261329,"28,254,970","28,254,967"
30,26,13,2613,T.26N,R.13E,T.26N R.13E,261330,"28,381,845","28,381,839"
31,26,13,2613,T.26N,R.13E,T.26N R.13E,261331,"27,764,836","27,764,830"
32,26,13,2613,T.26N,R.13E,T.26N R.13E,261332,"28,167,736","28,167,736"
33,26,13,2613,T.26N,R.13E,T.26N R.13E,261333,"28,245,779","28,245,779"
34,26,13,2613,T.26N,R.13E,T.26N R.13E,261334,"27,738,740","27,738,740"
35,26,13,2613,T.26N,R.13E,T.26N R.13E,261335,"23,694,340","28,108,070"
36,26,13,2613,T.26N,R.13E,T.26N R.13E,261336,"7,186,972","28,147,342"
34,27,07,2707,T.27N,R.07E,T.27N R.07E,270734,"281,328","27,953,484"
